xcor,ycor,velocidad,timecreac,tramosid,tonelaje,
20067783,839758172,27.4,43469.031,23,0,
20069999,839758706,28.15,43469.03102,23,0,
20070738,839758894,28.33,43469.03104,23,0,
20072297,839759314,28.89,43469.03106,23,0,
20073855,839759798,29.07,43469.03109,23,0,
20075983,839760795,29.07,43469.03111,23,0,
20077454,839761668,28.7,43469.03113,23,0,
20078676,839762718,28.15,43469.03116,23,0,
20079732,839763914,27.78,43469.03118,86,0,
20079732,839763914,27.78,43469.0312,86,0,
20080621,839765223,27.22,43469.03123,86,0,
20081419,839767334,27.78,43469.03125,86,0,
20081813,839768754,27.22,43469.03127,86,0,
20082042,839770288,27.4,43469.0313,86,0,
20082352,839771823,27.4,43469.03132,86,0,
20082426,839772563,27.4,43469.03134,86,0,
20082810,839774796,27.22,43469.03137,86,0,
20083038,839776372,27.78,43469.03139,86,0,
20083431,839777887,28.52,43469.03141,86,0,
20083979,839780217,28.7,43469.03144,86,0,
20083979,839780217,28.7,43469.03146,86,0,
20084372,839781742,28.89,43469.03148,86,0,
20084919,839784146,29.07,43469.0315,25,0,
20085466,839786571,28.89,43469.03153,25,0,
20085777,839788127,28.52,43469.03155,25,0,
20086087,839789651,28.33,43469.03157,25,0,
20086087,839789651,28.33,43469.0316,25,0,
20087028,839793538,28.52,43469.03162,25,0,
20087028,839793538,28.52,43469.03164,25,0,
20087421,839795043,28.15,43469.03167,25,0,
20087814,839796600,28.33,43469.03169,25,0,
20088051,839797395,28.33,43469.03171,25,0,
20088600,839799703,28.7,43469.03174,25,0,
20088992,839801303,28.89,43469.03176,2003,0,
20089384,839802891,28.7,43469.03178,2003,0,
20089932,839805264,28.7,43469.03181,2003,0,
20090325,839806800,28.89,43469.03183,2003,0,
20090480,839807562,28.7,43469.03185,2003,0,
20090480,839807562,28.7,43469.03187,2003,0,
20091111,839809861,28.89,43469.0319,2003,0,
20091669,839811314,29.07,43469.03192,2003,0,
20093613,839813946,29.63,43469.03194,2003,0,
20095655,839815280,28.89,43469.03197,2003,0,
20095655,839815280,28.89,43469.03199,2003,0,
20097211,839815922,29.44,43469.03201,2003,0,
20098935,839816281,30,43469.03204,2003,0,
20100496,839816543,30.37,43469.03206,2003,0,
20101402,839816554,29.63,43469.03208,2003,0,
20103870,839816668,30.18,43469.03211,2003,0,
20105515,839816709,30.18,43469.03213,2003,0,
20107162,839816697,30.18,43469.03215,2004,0,
20108809,839816601,29.81,43469.03218,2004,0,
20111281,839816452,29.63,43469.0322,2004,0,
20112845,839816471,29.63,43469.03222,2004,0,
20112845,839816471,29.63,43469.03225,2004,0,
20114490,839816543,29.26,43469.03227,2004,0,
20116134,839816690,28.7,43469.03229,2004,0,
20120079,839817276,28.33,43469.03231,2004,0,
20121556,839817653,28.15,43469.03234,2004,0,
20122294,839817884,25.55,43469.03236,2004,0,
20122294,839817884,25.55,43469.03238,2004,0,
20123604,839818428,25.55,43469.03241,2004,0,
20124914,839819024,25.37,43469.03243,2004,0,
20126878,839820009,26.29,43469.03245,2004,0,
20128103,839820826,26.85,43469.03248,2004,0,
20128103,839820826,26.85,43469.0325,2004,0,
20129326,839821760,27.22,43469.03252,2004,0,
20132093,839824391,27.4,43469.03255,582,0,
20133066,839825575,27.96,43469.03257,582,0,
20133553,839826183,27.78,43469.03259,582,0,
20134361,839827418,27.96,43469.03262,582,0,
20135488,839829501,28.15,43469.03264,582,0,
20135488,839829501,28.15,43469.03266,582,0,
20136130,839830871,27.96,43469.03269,582,0,
20136770,839832442,28.15,43469.03271,582,0,
20137402,839834667,28.33,43469.03273,582,0,
20137867,839837006,28.89,43469.03275,582,0,
20138177,839838583,28.89,43469.03278,582,0,
20138177,839838583,28.89,43469.0328,582,0,
20138561,839840922,28.89,43469.03282,582,0,
20138788,839842561,28.89,43469.03285,582,0,
20139170,839845026,29.26,43469.03287,582,0,
20139170,839845026,29.26,43469.03289,582,0,
20139397,839846634,29.07,43469.03292,582,0,
20139470,839847406,29.26,43469.03294,582,0,
20139616,839848981,28.89,43469.03296,582,0,
20139341,839851301,28.33,43469.03299,582,0,
20137569,839854881,31.85,43469.03301,582,0,
20137569,839854881,31.85,43469.03303,235,0,
20136902,839855591,33.52,43469.03306,235,0,
20135567,839857021,36.48,43469.03308,235,0,
20134150,839858504,38.15,43469.0331,235,0,
20131738,839860576,38.15,43469.03312,235,0,
20129326,839862617,36.85,43469.03315,235,0,
20129326,839862617,36.85,43469.03317,235,0,
20126996,839864658,36.66,43469.03319,235,0,
20125500,839865897,35.92,43469.03322,235,0,
20125500,839865897,35.92,43469.03324,235,0,
20123335,839867940,35.18,43469.03326,235,0,
20121500,839869924,30.37,43469.03329,235,0,
20119915,839871637,24.44,43469.03331,388,0,
20119915,839871637,24.44,43469.03333,388,0,
20119162,839872663,18.89,43469.03336,388,0,
20118910,839873051,15.55,43469.03338,388,0,
20118241,839873919,10.55,43469.0334,388,0,
20117906,839874411,10.74,43469.03343,388,0,
20117154,839875289,15.92,43469.03345,388,0,
20116486,839876084,20.74,43469.03347,388,0,
20116151,839876555,22.22,43469.0335,388,0,
20115561,839877678,24.63,43469.03352,387,0,
20114959,839879793,27.59,43469.03354,387,0,
20115023,839881325,28.89,43469.03356,387,0,
20115499,839882851,29.44,43469.03359,387,0,
20116139,839884380,29.81,43469.03361,38,0,
20116945,839885815,30.18,43469.03363,38,0,
20117915,839887263,30.74,43469.03366,38,0,
20119536,839889352,32.03,43469.03368,38,0,
20119536,839889352,32.03,43469.0337,38,0,
20120672,839890749,32.22,43469.03373,38,0,
20121323,839891370,32.41,43469.03375,38,0,
20123358,839893253,32.59,43469.03377,38,0,
20124744,839894368,31.85,43469.0338,38,0,
20126949,839895778,30.74,43469.03382,38,0,
20127686,839896146,29.63,43469.03384,2693,0,
20129158,839896892,29.26,43469.03387,2693,0,
20131369,839897880,25.92,43469.03389,2693,0,
20132679,839898455,26.11,43469.03391,2693,0,
20134071,839899053,26.48,43469.03394,2693,0,
20135380,839899713,27.22,43469.03396,2693,0,
20136771,839900437,28.52,43469.03398,2693,0,
20138731,839901728,27.22,43469.034,2693,0,
20139384,839902180,27.96,43469.03403,2693,0,
20139384,839902180,27.96,43469.03405,2693,0,
20140441,839903259,28.7,43469.03407,2693,0,
20141485,839905415,28.89,43469.0341,4260,0,
20142042,839907006,30.55,43469.03412,4260,0,
20142516,839908712,32.03,43469.03414,4260,0,
20142824,839910416,30.55,43469.03417,4260,0,
20142969,839912118,30.55,43469.03419,4260,0,
20142784,839913773,29.63,43469.03421,4260,0,
20141936,839915780,23.52,43469.03424,4260,0,
20141183,839916827,22.96,43469.03426,4260,0,
20139848,839918300,23.33,43469.03428,4260,0,
20138680,839919616,17.22,43469.03431,4260,0,
20138013,839920326,17.59,43469.03433,4260,0,
20137509,839921123,18.52,43469.03435,4260,0,
20137509,839921123,18.52,43469.03437,4260,0,
20136922,839922045,19.63,43469.0344,4260,0,
20136162,839923630,22.77,43469.03442,4260,0,
20136162,839923630,22.77,43469.03444,4260,0,
20135734,839924977,30,43469.03447,4260,0,
20135467,839926642,30.74,43469.03449,4833,0,
20135199,839928381,32.41,43469.03451,4833,0,
20134766,839930140,32.03,43469.03454,4833,0,
20134251,839931865,31.66,43469.03456,4833,0,
20133656,839933453,29.81,43469.03458,4833,0,
20132641,839935647,27.59,43469.03461,4833,0,
20131883,839937043,29.44,43469.03463,4833,0,
20131126,839938417,27.22,43469.03465,4833,0,
20130451,839939760,26.66,43469.03468,4833,0,
20129614,839940933,24.44,43469.0347,-1,0,
20128779,839941873,21.85,43469.03472,-1,0,
20127701,839942578,21.29,43469.03475,-1,0,
20127701,839942578,21.29,43469.03477,-1,0,
20126788,839943180,18.7,43469.03479,-1,0,
20125627,839943905,15.18,43469.03481,-1,0,
20125126,839944416,11.85,43469.03484,-1,0,
20124954,839945027,11.48,43469.03486,-1,0,
20125029,839945693,10.74,43469.03488,-1,0,
20125029,839945693,10.74,43469.03491,-1,0,
20125270,839946192,7.77,43469.03493,-1,0,
20125268,839946308,0,43469.03495,-1,0,
20125350,839946373,0.74,43469.03498,-1,0,
20125349,839946394,3.14,43469.035,-1,0,
20125435,839946141,6.11,43469.03502,-1,0,
20125440,839945730,7.03,43469.03505,-1,0,
20125279,839945400,7.96,43469.03507,-1,0,
20125037,839945028,7.22,43469.03509,-1,0,
20124795,839944581,5.37,43469.03512,-1,0,
20124715,839944390,4.07,43469.03514,-1,0,
20124715,839944369,0.55,43469.03516,-1,0,
20124715,839944369,1.11,43469.03519,-1,0,
20124715,839944390,0.18,43469.03521,-1,0,
20124632,839944421,0.18,43469.03523,-1,0,
20124714,839944475,0,43469.03525,-1,0,
20124713,839944527,0,43469.03528,-1,0,
20124713,839944527,0,43469.0353,-1,0,
20124713,839944527,0,43469.03532,-1,0,
20124796,839944539,0,43469.03535,-1,0,
20124796,839944539,0,43469.03537,-1,0,
20124796,839944539,0.18,43469.03539,-1,0,
20124796,839944539,0,43469.03542,-1,0,
20124796,839944539,0,43469.03544,-1,0,
20124796,839944528,0.55,43469.03546,-1,0,
20124796,839944528,0,43469.03549,-1,0,
20124796,839944528,0,43469.03551,-1,0,
20124796,839944539,0,43469.03553,-1,0,
20124796,839944539,0,43469.03556,-1,0,
20124796,839944528,0,43469.03558,-1,0,
20124796,839944507,0.18,43469.0356,-1,0,
20124796,839944507,0,43469.03562,-1,0,
20124796,839944507,0.18,43469.03565,-1,0,
20124796,839944507,0,43469.03567,-1,0,
20124796,839944486,0,43469.03569,-1,0,
20124796,839944507,0,43469.03572,-1,0,
20124796,839944507,0,43469.03574,-1,0,
20124796,839944507,0.18,43469.03576,-1,0,
20124796,839944507,0,43469.03579,-1,0,
20124796,839944507,0,43469.03581,-1,82,
20124796,839944486,0,43469.03583,-1,82,
20124796,839944486,0,43469.03586,-1,82,
20124796,839944486,0,43469.03588,-1,82,
20124796,839944507,0.18,43469.0359,-1,82,
20124796,839944507,0,43469.03593,-1,82,
20124796,839944507,0.37,43469.03595,-1,82,
20124796,839944486,0,43469.03597,-1,82,
20124796,839944486,0.18,43469.036,-1,82,
20124796,839944486,0,43469.03602,-1,82,
20124796,839944486,0,43469.03604,-1,82,
20124796,839944476,0,43469.03606,-1,82,
20124796,839944476,0.18,43469.03609,-1,82,
20124797,839944444,0.18,43469.03611,-1,82,
20124797,839944423,0.18,43469.03613,-1,82,
20124797,839944412,0.18,43469.03616,-1,126.4,
20124797,839944391,0.18,43469.03618,-1,126.4,
20124797,839944391,0.18,43469.0362,-1,126.4,
20124798,839944370,0,43469.03623,-1,126.4,
20124798,839944360,0,43469.03625,-1,126.4,
20124798,839944338,0.55,43469.03627,-1,126.4,
20124798,839944338,0,43469.0363,-1,126.4,
20124798,839944307,0,43469.03632,-1,126.4,
20124798,839944307,0,43469.03634,-1,126.4,
20124716,839944316,0.18,43469.03637,-1,126.4,
20124716,839944316,0,43469.03639,-1,126.4,
20124716,839944316,0.18,43469.03641,-1,126.4,
20124716,839944316,0.18,43469.03644,-1,126.4,
20124716,839944306,0.18,43469.03646,-1,126.4,
20124716,839944306,0.18,43469.03648,-1,126.4,
20124716,839944285,0,43469.0365,-1,172.2,
20124717,839944264,0.18,43469.03653,-1,172.2,
20124717,839944253,0,43469.03655,-1,172.2,
20124717,839944253,0,43469.03657,-1,172.2,
20124717,839944221,0,43469.0366,-1,172.2,
20124717,839944221,0,43469.03662,-1,172.2,
20124717,839944253,0,43469.03664,-1,172.2,
20124717,839944253,0,43469.03667,-1,172.2,
20124716,839944285,0.18,43469.03669,-1,172.2,
20124716,839944306,0,43469.03671,-1,172.2,
20124716,839944306,0,43469.03674,-1,172.2,
20124716,839944285,0.18,43469.03676,-1,172.2,
20124716,839944285,0,43469.03678,-1,172.2,
20124716,839944285,0.18,43469.03681,-1,172.2,
20124716,839944285,0,43469.03683,-1,172.2,
20124717,839944264,0.18,43469.03685,-1,172.2,
20124717,839944253,0,43469.03687,-1,172.2,
20124717,839944221,0,43469.0369,-1,216.6,
20124717,839944221,0,43469.03692,-1,216.6,
20124717,839944264,0,43469.03694,-1,216.6,
20124717,839944264,0,43469.03697,-1,216.6,
20124634,839944284,0,43469.03699,-1,216.6,
20124634,839944305,0,43469.03701,-1,216.6,
20124634,839944315,0,43469.03704,-1,216.6,
20124634,839944315,0.18,43469.03706,-1,216.6,
20124633,839944336,0,43469.03708,-1,216.6,
20124633,839944336,0.18,43469.03711,-1,216.6,
20124634,839944315,0.18,43469.03713,-1,216.6,
20124634,839944315,2.59,43469.03715,-1,216.6,
20124634,839944315,2.59,43469.03718,-1,216.6,
20124873,839944920,7.03,43469.0372,-1,244.4,
20124950,839945365,8.7,43469.03722,-1,244.4,
20125191,839945895,10.55,43469.03725,-1,244.4,
20125191,839945895,10.55,43469.03727,-1,244.4,
20126006,839946602,13.89,43469.03729,-1,244.4,
20126909,839946782,17.4,43469.03731,4833,244.4,
20127816,839946645,15.37,43469.03734,4833,244.4,
20128726,839946266,17.4,43469.03736,4833,244.4,
20129638,839945759,18.52,43469.03738,4833,244.4,
20130886,839944655,20,43469.03741,4833,244.4,
20131719,839943831,20.92,43469.03743,4833,240,
20132471,839942932,21.66,43469.03745,4833,240,
20133225,839941843,24.63,43469.03748,4833,240,
20133899,839940541,25.55,43469.0375,4833,240,
20134154,839939879,26.66,43469.03752,4833,240,
20134501,839938426,27.96,43469.03755,4833,240,
20134757,839937648,28.7,43469.03757,4833,240,
20134757,839937648,28.7,43469.03759,4833,240,
20135214,839933894,26.29,43469.03762,4833,240,
20135396,839932470,25.92,43469.03764,4833,240,
20135578,839931047,27.03,43469.03766,4833,240,
20135762,839929486,28.52,43469.03769,4833,240,
20136202,839927073,29.44,43469.03771,4833,240,
20136459,839926295,28.89,43469.03773,4833,240,
20137053,839924782,27.96,43469.03775,4833,240,
20138146,839922926,21.11,43469.03778,4260,240,
20138481,839922444,17.96,43469.0378,4260,240,
20139319,839921240,15.37,43469.03782,4260,240,
20139319,839921240,15.37,43469.03785,4260,240,
20139819,839920676,12.22,43469.03787,4260,240,
20140237,839920131,13.33,43469.03789,4260,240,
20140656,839919524,13.51,43469.03792,4260,240,
20141075,839918959,14.07,43469.03794,4260,240,
20141576,839918352,14.07,43469.03796,4260,240,
20142411,839917402,14.63,43469.03799,4260,240,
20142411,839917402,14.63,43469.03801,4260,240,
20142912,839916763,14.81,43469.03803,4260,240,
20143496,839916158,15.55,43469.03806,4260,240,
20143997,839915530,15.37,43469.03808,4260,240,
20144589,839914270,16.29,43469.0381,4260,240,
20145012,839913336,18.52,43469.03812,4260,240,
20145271,839912283,20.74,43469.03815,4260,240,
20145450,839911145,21.85,43469.03817,4260,240,
20145546,839909963,21.85,43469.03819,4260,240,
20145396,839908768,22.03,43469.03822,4260,240,
20145330,839907468,24.63,43469.03824,4260,240,
20144861,839905361,27.4,43469.03826,4260,240,
20144623,839904661,27.03,43469.03829,4260,240,
20143980,839903355,25.92,43469.03831,4260,240,
20143005,839902319,25.74,43469.03833,4260,240,
20141292,839900988,26.29,43469.03836,4260,240,
20141292,839900988,26.29,43469.03838,4260,240,
20140149,839900214,24.81,43469.0384,2693,240,
20138923,839899471,25.18,43469.03843,2693,240,
20137696,839898843,27.22,43469.03845,2693,240,
20135569,839897709,30.18,43469.03847,2693,240,
20134015,839896888,32.78,43469.0385,2693,240,
20133196,839896519,30.55,43469.03852,2693,240,
20131724,839895730,28.7,43469.03854,2693,240,
20129433,839894604,31.48,43469.03856,2693,240,
20127960,839893858,30.18,43469.03859,2693,240,
20126488,839893058,29.44,43469.03861,2693,240,
20125183,839892082,29.44,43469.03863,2693,240,
20123227,839890485,30,43469.03866,2693,240,
20122658,839889865,29.63,43469.03868,38,240,
20121603,839888627,30,43469.0387,38,240,
20120549,839887284,30,43469.03873,38,240,
20120549,839887284,30,43469.03875,38,240,
20119257,839885199,30,43469.03877,38,240,
20118616,839883713,29.81,43469.0388,38,240,
20118224,839882103,28.7,43469.03882,38,240,
20118254,839879674,29.26,43469.03884,38,240,
20118428,839878853,29.44,43469.03887,38,240,
20118941,839877275,29.26,43469.03889,38,240,
20119535,839875814,29.44,43469.03891,387,240,
20120797,839873591,31.11,43469.03894,387,240,
20121802,839872125,30.37,43469.03896,387,240,
20122806,839870785,30,43469.03898,387,240,
20123891,839869615,30.18,43469.039,387,240,
20125139,839868522,30.92,43469.03903,387,240,
20126386,839867439,30.37,43469.03905,387,240,
20127717,839866335,32.03,43469.03907,387,240,
20129131,839865127,32.59,43469.0391,387,240,
20129131,839865127,32.59,43469.03912,387,240,
20131128,839863325,32.22,43469.03914,388,240,
20132378,839862104,32.22,43469.03917,388,240,
20133709,839860959,32.03,43469.03919,388,240,
20135040,839859771,31.48,43469.03921,388,240,
20136955,839858010,30.37,43469.03924,388,240,
20138122,839856799,29.63,43469.03926,388,240,
20139125,839855544,28.33,43469.03928,388,240,
20139545,839854862,26.85,43469.03931,388,240,
20140136,839853613,24.81,43469.03933,388,240,
20140737,839851571,22.59,43469.03935,388,240,
20141252,839849846,17.77,43469.03937,235,240,
20141346,839848844,19.26,43469.0394,235,240,
20141359,839847735,21.66,43469.03942,235,240,
20141366,839847154,22.77,43469.03944,582,240,
20141217,839845875,23.33,43469.03947,582,240,
20141217,839845875,23.33,43469.03949,582,240,
20140992,839844119,21.85,43469.03951,582,240,
20140760,839842860,23.52,43469.03954,582,240,
20140528,839841579,22.59,43469.03956,582,240,
20140379,839840352,22.96,43469.03958,582,240,
20140147,839839051,22.59,43469.03961,582,240,
20139691,839835920,22.59,43469.03963,582,240,
20139691,839835920,22.59,43469.03965,582,240,
20139691,839835920,22.59,43469.03968,582,240,
20139061,839833610,22.77,43469.0397,582,240,
20138746,839832423,22.77,43469.03972,582,240,
20138349,839831225,22.96,43469.03975,582,240,
20138349,839831225,22.96,43469.03977,582,240,
20137869,839830026,22.59,43469.03979,582,240,
20137389,839828890,22.59,43469.03981,582,240,
20136826,839827775,22.96,43469.03984,582,240,
20136264,839826659,22.22,43469.03986,582,240,
20135212,839825158,22.22,43469.03988,582,240,
20134400,839824240,22.96,43469.03991,582,240,
20133505,839823331,22.77,43469.03993,582,240,
20132611,839822380,22.4,43469.03995,582,240,
20131228,839821065,22.22,43469.03998,582,240,
20130821,839820638,22.4,43469.04,582,240,
20129927,839819750,22.4,43469.04002,2004,240,
20129927,839819750,22.4,43469.04005,2004,240,
20128948,839818989,22.59,43469.04007,2004,240,
20126253,839817235,22.59,43469.04009,2004,240,
20125107,839816725,23.33,43469.04012,2004,240,
20125107,839816725,23.33,43469.04014,2004,240,
20123878,839816245,22.77,43469.04016,2004,240,
20122730,839815840,22.22,43469.04019,2004,240,
20120923,839815491,22.59,43469.04021,2004,240,
20119608,839815327,23.15,43469.04023,2004,240,
20118375,839815207,22.96,43469.04025,2004,240,
20117060,839815054,22.59,43469.04028,2004,240,
20115826,839814986,22.03,43469.0403,2004,240,
20114592,839814939,22.22,43469.04032,2004,240,
20113275,839814871,22.4,43469.04035,2004,240,
20111381,839814953,22.22,43469.04037,2004,240,
20110063,839815085,22.59,43469.04039,2004,240,
20108827,839815176,21.29,43469.04042,2004,240,
20107592,839815203,22.03,43469.04044,2004,240,
20106275,839815166,23.15,43469.04046,2004,240,
20105041,839815119,22.77,43469.04049,2004,240,
20105041,839815119,22.77,43469.04051,2004,240,
20103807,839815010,22.22,43469.04053,2004,240,
20101998,839814893,22.4,43469.04056,2003,240,
20100765,839814740,22.77,43469.04058,2003,240,
20099616,839814462,22.77,43469.0406,2003,240,
20098960,839814286,22.22,43469.04062,2003,240,
20097240,839813536,22.4,43469.04065,2003,240,
20096260,839812912,22.22,43469.04067,2003,240,
20095282,839812097,22.22,43469.04069,2003,240,
20094552,839811170,22.4,43469.04072,2003,240,
20093907,839810095,22.77,43469.04074,2003,240,
20093103,839808459,22.4,43469.04076,2003,240,
20092705,839807335,22.77,43469.04079,2003,240,
20092391,839806138,22.22,43469.04081,2003,240,
20092076,839804952,22.03,43469.04083,2003,240,
20091678,839803775,22.22,43469.04086,2003,240,
20091678,839803775,22.22,43469.04088,2003,240,
20091282,839802555,22.59,43469.0409,2003,240,
20090728,839800722,22.22,43469.04093,2003,240,
20090412,839799556,22.22,43469.04095,2003,240,
20090099,839798275,22.22,43469.04097,2003,240,
20089784,839797035,23.15,43469.041,25,240,
20089553,839795755,22.59,43469.04102,25,240,
20089321,839794517,22.77,43469.04104,25,240,
20088774,839792123,22.77,43469.04106,25,240,
20088459,839790926,22.59,43469.04109,25,240,
20088068,839789200,22.22,43469.04111,25,240,
20088068,839789200,22.22,43469.04113,25,240,
20087754,839788014,22.4,43469.04116,25,240,
20087439,839786817,22.59,43469.04118,25,240,
20087042,839785619,22.4,43469.0412,25,240,
20086727,839784421,22.4,43469.04123,25,240,
20086412,839783224,22.4,43469.04125,25,240,
20085941,839781392,22.4,43469.04127,86,240,
20085626,839780174,22.22,43469.0413,86,240,
20085394,839778956,22.22,43469.04132,86,240,
20085245,839777687,22.77,43469.04134,86,240,
20085012,839776470,22.77,43469.04137,86,240,
20084780,839775263,22.59,43469.04139,86,240,
20084548,839774046,22.77,43469.04141,86,240,
20084548,839774046,22.77,43469.04144,86,240,
20084316,839772808,22.77,43469.04146,86,240,
20084084,839771570,22.4,43469.04148,86,240,
20083934,839770385,22.22,43469.0415,86,240,
20083544,839768553,22.59,43469.04153,86,240,
20083230,839767303,22.22,43469.04155,86,240,
20082915,839766106,22.4,43469.04157,86,240,
20082437,839764865,23.15,43469.0416,86,240,
20081874,839763771,22.77,43469.04162,86,240,
20081145,839762737,22.22,43469.04164,86,240,
